,Has seen a Star Wars film,Star Wars Fan,Watched The Phantom Menace,Watched Attack of the Clones,Watched Revenge of the Sith,Watched A New Hope,Watched The Empire Strikes Back,Watched Return of the Jedi,Rank for The Phantom Menace,Rank for Attack of the Clones,Rank for Revenge of the Sith,Rank for A New Hope,Rank for The Empire Strikes Back,Rank for Return of the Jedi,View of Han Solo,View of Luke Skywalker,View of Princess Leia Organa,View of Anakin Skywalker,View of Obi Wan Kenobi,View of Emperor Palpatine,View of Darth Vader,View of Lando Calrissian,View of Boba Fett,View of C-3P0,View of R2 D2,View of Jar Jar Binks,View of Padme Amidala,View of Yoda,Which character shot first?,Familiar with the Expanded Universe?,Fan of the Expanded Universe?,Star Trek Fan,Gender,Age,Household Income,Education,Location (Census Region)
361,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,18-29,"$25,000 - $49,999",Bachelor degree,West South Central
362,Yes,No,,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,,,,6.0,3.0,5.0,4.0,1.0,2.0,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Han,No,,Yes,Female,18-29,,Some college or Associate degree,South Atlantic
363,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Yes,No,,,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,4.0,5.0,6.0,1.0,2.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Male,30-44,"$100,000 - $149,999",Bachelor degree,East North Central
365,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,,,,1.0,2.0,3.0,4.0,5.0,6.0,Somewhat unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,,,Very unfavorably,Very unfavorably,,,Very unfavorably,I don't understand this question,Yes,No,No,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,West North Central
366,Yes,No,,,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,1.0,2.0,3.0,4.0,5.0,6.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Female,> 60,"$0 - $24,999",Bachelor degree,South Atlantic
367,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Yes,No,Star Wars: Episode I  The Phantom Menace,,Star Wars: Episode III  Revenge of the Sith,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,3.0,6.0,1.0,2.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,Male,> 60,"$100,000 - $149,999",Bachelor degree,West South Central
369,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,Star Wars: Episode V The Empire Strikes Back,,2.0,3.0,4.0,5.0,1.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,I don't understand this question,No,,No,Female,18-29,"$25,000 - $49,999",Graduate degree,South Atlantic
370,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,2.0,4.0,6.0,3.0,5.0,1.0,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very unfavorably,Very unfavorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Han,No,,No,Male,30-44,"$25,000 - $49,999",Bachelor degree,Mountain
371,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,3.0,6.0,5.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,,,,,,,,,
373,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Mountain
374,Yes,Yes,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,3.0,2.0,6.0,1.0,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Han,No,,Yes,Male,30-44,"$0 - $24,999",Some college or Associate degree,South Atlantic
375,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,6.0,3.0,5.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,Female,45-60,,Bachelor degree,Pacific
376,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,5.0,4.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Greedo,No,,Yes,Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
377,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
379,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Mountain
381,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,1.0,2.0,3.0,4.0,5.0,6.0,Unfamiliar (N/A),Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,I don't understand this question,Yes,No,No,Male,18-29,"$0 - $24,999",Graduate degree,West South Central
382,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very unfavorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Very favorably,Greedo,No,,No,Male,45-60,"$50,000 - $99,999",High school degree,East North Central
383,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,5.0,4.0,2.0,1.0,3.0,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Unfamiliar (N/A),Very unfavorably,Neither favorably nor unfavorably (neutral),,,,,,,,,
384,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,1.0,2.0,,4.0,5.0,3.0,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Han,No,,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
385,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$150,000+",Bachelor degree,Pacific
386,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,"$50,000 - $99,999",Bachelor degree,West North Central
387,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Han,No,,No,Male,30-44,"$50,000 - $99,999",Graduate degree,Mountain
389,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,I don't understand this question,No,,No,Female,45-60,"$100,000 - $149,999",Graduate degree,East North Central
390,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Yes,No,,,,,,Star Wars: Episode VI Return of the Jedi,3.0,4.0,5.0,6.0,2.0,1.0,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,,No,Male,30-44,"$100,000 - $149,999",Graduate degree,West South Central
392,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5.0,4.0,6.0,1.0,3.0,2.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Han,No,,Yes,Female,45-60,"$50,000 - $99,999",Graduate degree,East North Central
393,Yes,Yes,,,,,Star Wars: Episode V The Empire Strikes Back,,4.0,5.0,3.0,6.0,1.0,2.0,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,I don't understand this question,Yes,No,No,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain
394,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,,High school degree,Middle Atlantic
395,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),,,,,,,,,,,I don't understand this question,No,,No,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central
396,Yes,No,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,3.0,2.0,1.0,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific
397,Yes,Yes,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Greedo,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Bachelor degree,East South Central
398,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,4.0,5.0,2.0,1.0,3.0,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,Yes,No,Male,30-44,"$150,000+",Graduate degree,East North Central
400,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,5.0,4.0,1.0,2.0,3.0,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,Han,Yes,No,Yes,Male,18-29,"$150,000+",Bachelor degree,Middle Atlantic
401,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,6.0,5.0,2.0,1.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Greedo,Yes,No,No,Male,30-44,"$50,000 - $99,999",Bachelor degree,Mountain
403,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,5.0,4.0,3.0,1.0,2.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,Yes,Yes,Male,30-44,"$50,000 - $99,999",Bachelor degree,East North Central
404,Yes,Yes,,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,3.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,,Yes,Male,30-44,"$0 - $24,999",Graduate degree,South Atlantic
405,Yes,No,,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,1.0,2.0,3.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,I don't understand this question,No,,No,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
